# Migration Manifest
#
# Schema (tab-separated, one row per copied file):
#   legacy_path   - path to the original .swift file in the podcast-player repo
#                   (relative to the repo root, e.g. App/Sources/Features/Home/HomeView.swift)
#   copied_path   - path to the destination .swift file in the NMP repo
#                   (relative to the NMP repo root,
#                    e.g. ios/Podcast/Podcast/Features/Home/HomeView.swift)
#   sha256        - SHA-256 hex digest of the copied file at the time of copy,
#                   used to detect drift between legacy and migrated versions
#
# Columns are separated by a single TAB character.
# Lines beginning with '#' are comments and are ignored by tooling.
# The header row (below) uses literal column names.
#
legacy_path	copied_path	sha256
App/Sources/Features/Onboarding/OnboardingSubscribePage.swift	ios/Podcast/Podcast/Features/Onboarding/OnboardingSubscribePage.swift	a27530f1953cc18c9c183549ec53c0181d3739225bf445544037beaa038e2d53
App/Sources/Features/Onboarding/OnboardingView.swift	ios/Podcast/Podcast/Features/Onboarding/OnboardingView.swift	9f4823ad1b35e356ab429ae5b301578f6c2bce3153931e5c2b061f7b90d372b3
App/Sources/Features/Onboarding/OnboardingView+Handlers.swift	ios/Podcast/Podcast/Features/Onboarding/OnboardingView+Handlers.swift	e35756da192be18ca21da31190b2eb4d778b5e9593a1bf1680112f1b3a72fd62
App/Sources/Features/Onboarding/OnboardingWelcomePage.swift	ios/Podcast/Podcast/Features/Onboarding/OnboardingWelcomePage.swift	9c76b39177a5b24aba71a688337e8e7840c68f2050e474f7efc54903da2fa16e
App/Sources/Features/Settings/Agent/AgentIdentityCards.swift	ios/Podcast/Podcast/Features/Settings/Agent/AgentIdentityCards.swift	c600b8b0e142a965a88a9b03ad873154be4cbf3a934d980d0006a17440ae3953
App/Sources/Features/Settings/Agent/AgentIdentityHero.swift	ios/Podcast/Podcast/Features/Settings/Agent/AgentIdentityHero.swift	8355e13cbe58a7077df369837e850826b0045777c9edc70f5d73e87c75516819
App/Sources/Features/Settings/Agent/AgentIdentityQRView.swift	ios/Podcast/Podcast/Features/Settings/Agent/AgentIdentityQRView.swift	28855986a045b27f375e13eb99a27e4e88b4f410e020b1b0d3ab2f492d80682a
App/Sources/Features/Settings/Agent/AgentIdentityView.swift	ios/Podcast/Podcast/Features/Settings/Agent/AgentIdentityView.swift	69b4022a1bfafd459b248603d509b24325426eb98e3a783652e14bf2aa0de937
App/Sources/Features/Settings/Agent/NostrApprovalPresenter.swift	ios/Podcast/Podcast/Features/Settings/Agent/NostrApprovalPresenter.swift	28deca078c7cf13b1066b45596913b26a4246cac78496b86a7af0e5b9cd0cd78
App/Sources/Features/Settings/Agent/NostrConversationDetailView.swift	ios/Podcast/Podcast/Features/Settings/Agent/NostrConversationDetailView.swift	004afc5447f1988d3def63ce4ef5e1e9e783854d6a3d21c111cc03fed2d5a385
App/Sources/Features/Settings/Agent/NostrConversationsView.swift	ios/Podcast/Podcast/Features/Settings/Agent/NostrConversationsView.swift	758b275ef5f32f92fa11016c37b6005a0a252b2431fb0a56ccf245394d344613
App/Sources/Features/Library/AddShowSheet.swift	ios/Podcast/Podcast/Features/Library/AddShowSheet.swift	bed633299a6c77107f625da34ab2b183374521941b98b20109f71059b4fc0f9d
App/Sources/Features/Library/AllEpisodesEpisodeList.swift	ios/Podcast/Podcast/Features/Library/AllEpisodesEpisodeList.swift	36d074f6fc22a0d2283e01ad1aad2e602d27b131e55d96f312d3fe49fd818777
App/Sources/Features/Library/AllEpisodesView.swift	ios/Podcast/Podcast/Features/Library/AllEpisodesView.swift	bbd5b7e3cd1ad28495c6ac940669566874538dbb76dd3c1f7f5a9662167acb02
App/Sources/Features/Library/DiscoverResultRow.swift	ios/Podcast/Podcast/Features/Library/DiscoverResultRow.swift	f3b5636af814665b01ba6b09a89922156a4ebcc8cadb30ef1249720267b418f0
App/Sources/Features/Library/DiscoverSearchForm.swift	ios/Podcast/Podcast/Features/Library/DiscoverSearchForm.swift	4d8a2252778d37887a0f7d4b54b3e93853cbed7a97ba51df8e352b388e08d293
App/Sources/Features/Library/DiscoverSearchTextField.swift	ios/Podcast/Podcast/Features/Library/DiscoverSearchTextField.swift	f0d8754c86c1665796b90dcbde3bb858dc0ebb73621bd59e7d606975e73288c9
App/Sources/Features/Library/EpisodeDetailLink.swift	ios/Podcast/Podcast/Features/Library/EpisodeDetailLink.swift	54685dfb2884bca5614a12fb3509ae280d5a1701bf1c781830df2447f5ddd578
App/Sources/Features/Library/EpisodeRow.swift	ios/Podcast/Podcast/Features/Library/EpisodeRow.swift	b166ee74b4d861315f8eee91b95efd4a28c8feefc25ae205eff273641d08809d
App/Sources/Features/Library/EpisodeRowContextMenu.swift	ios/Podcast/Podcast/Features/Library/EpisodeRowContextMenu.swift	8aac543399c5011e634f992d7f613fe96447661763a76a198a37ccd467a604a5
App/Sources/Features/Library/EpisodeRowSwipeActions.swift	ios/Podcast/Podcast/Features/Library/EpisodeRowSwipeActions.swift	45091b3c2d2bf168f86db7edf9eac92a87e7e21ef31b154a361115f4a0c2a819
App/Sources/Features/Library/LibraryDerivedDisplay.swift	ios/Podcast/Podcast/Features/Library/LibraryDerivedDisplay.swift	07f1daa703758ebdf44cd326eada8c5a6820ad2cbed086a02366ec67db41b6a6
App/Sources/Features/Library/LibraryFilters.swift	ios/Podcast/Podcast/Features/Library/LibraryFilters.swift	bf51ad167355a249ea38e5d6a067d436fdf77d288a25c3543753825616461304
App/Sources/Features/Library/LibraryGridCell.swift	ios/Podcast/Podcast/Features/Library/LibraryGridCell.swift	2b9bccbeb23384b8e1e2d24e62a559b9dda5a79c10755e98e425c2b12e5098c2
App/Sources/Features/Library/NostrDiscoverForm.swift	ios/Podcast/Podcast/Features/Library/NostrDiscoverForm.swift	9e491cf8912fd41d46d2150f6d7cd3a4fafa74002d18e4795d0a5d5f3a9108b7
App/Sources/Features/Library/OPMLImportSheet.swift	ios/Podcast/Podcast/Features/Library/OPMLImportSheet.swift	7f342a81b179d3e39878d1e7aac86d0ed492c2ff167f9e13ee96859385a417b8
App/Sources/Features/Library/ShowDetailEpisodeList.swift	ios/Podcast/Podcast/Features/Library/ShowDetailEpisodeList.swift	27fa6cb8ed22e0fdba85cf42cb75370e3a437517db5ed44bb56a81f80a47bf9c
App/Sources/Features/Library/ShowDetailHeader.swift	ios/Podcast/Podcast/Features/Library/ShowDetailHeader.swift	1f07c650be85836883f334b8c6943f762061df4ff7c1069ecbe5d846a5b71a73
App/Sources/Features/Library/ShowDetailSettingsSheet.swift	ios/Podcast/Podcast/Features/Library/ShowDetailSettingsSheet.swift	58291bb9777a54aa1e20127f97ece2e396465c9105ea1d333f32ee6faffa2630
App/Sources/Features/Library/ShowDetailView.swift	ios/Podcast/Podcast/Features/Library/ShowDetailView.swift	69f086a2b377d410111053ee35e71c7c5c2cf0ec227a786baa82b50b62df2927
